,Unnamed: 0,id,submitdate,startdate,datestamp,Modyfikator,Grupa,Odpowiedź,Odpowiedzialność,Płeć,Rok urodzenia,Wykształcenie,Wykształcenie inne,Wykształcenie filozoficzne
681,681,703,2015-04-19 22:24:53,2015-04-19 22:22:30,2015-04-19 22:24:53,Chciał,Help,Nie,1.0,Mężczyzna,1989.0,Wyższe,,Nie
683,683,705,2015-04-19 22:24:18,2015-04-19 22:22:46,2015-04-19 22:24:18,Umyślnie,Help,Nie,5.0,Kobieta,1986.0,Wyższe,,Nie
686,686,708,2015-04-19 22:25:17,2015-04-19 22:23:11,2015-04-19 22:25:17,Brak przysłówka,Harm,Tak,1.0,Mężczyzna,1972.0,Wyższe,,Nie
687,687,709,2015-04-19 22:24:56,2015-04-19 22:23:33,2015-04-19 22:24:56,Umyślnie,Help,Nie,4.0,Mężczyzna,1974.0,Średnie,,Nie
688,688,710,2015-04-19 22:25:39,2015-04-19 22:24:14,2015-04-19 22:25:39,Świadomie,Harm,Tak,1.0,Kobieta,1989.0,Wyższe,,Nie
690,690,712,2015-04-19 22:26:27,2015-04-19 22:24:45,2015-04-19 22:26:27,Chciał,Help,Nie,2.0,Kobieta,1985.0,Wyższe,,Nie
692,692,714,2015-04-19 22:26:54,2015-04-19 22:26:04,2015-04-19 22:26:54,Zamierzał,Harm,Nie,5.0,Mężczyzna,1989.0,Wyższe,,Nie
693,693,715,2015-04-19 22:29:23,2015-04-19 22:26:18,2015-04-19 22:29:23,Specjalnie,Help,Nie,5.0,Kobieta,1989.0,Wyższe,,Nie
695,695,717,2015-04-19 22:28:10,2015-04-19 22:26:55,2015-04-19 22:28:10,Z rozmysłem,Help,Nie,5.0,Kobieta,1978.0,Wyższe,,Nie
696,696,735,2015-04-19 22:36:12,2015-04-19 22:35:21,2015-04-19 22:36:12,Chciał,Help,Nie,2.0,Mężczyzna,1968.0,Wyższe,,Nie
697,697,719,2015-04-19 22:29:57,2015-04-19 22:28:15,2015-04-19 22:29:57,Zamierzał,Help,Nie,4.0,Mężczyzna,1977.0,Wyższe,,Nie
698,698,720,2015-04-19 22:29:57,2015-04-19 22:28:24,2015-04-19 22:29:56,Celowo,Help,Tak,1.0,Kobieta,1983.0,Wyższe,,Nie
699,699,721,2015-04-19 22:29:48,2015-04-19 22:28:42,2015-04-19 22:29:48,Chciał,Help,Nie,5.0,Kobieta,1994.0,Średnie,,Nie
700,700,722,2015-04-19 22:29:55,2015-04-19 22:29:01,2015-04-19 22:29:55,Chciał,Help,Nie,1.0,Mężczyzna,1989.0,Wyższe,,Nie
701,701,723,2015-04-19 22:31:08,2015-04-19 22:29:15,2015-04-19 22:31:08,Świadomie,Help,Nie,2.0,Kobieta,1988.0,Wyższe,,Nie
704,704,726,2015-04-19 22:32:29,2015-04-19 22:30:19,2015-04-19 22:32:29,Chciał,Help,Nie,2.0,Mężczyzna,1976.0,Wyższe,,Nie
706,706,728,2015-04-19 22:32:35,2015-04-19 22:30:47,2015-04-19 22:32:35,Umyślnie,Harm,Tak,2.0,Kobieta,1984.0,Wyższe,,Nie
707,707,729,2015-04-19 22:33:29,2015-04-19 22:30:48,2015-04-19 22:33:29,Świadomie,Help,Tak,5.0,Kobieta,24.0,Średnie,,Nie
708,708,730,2015-04-19 22:33:24,2015-04-19 22:31:10,2015-04-19 22:33:24,Umyślnie,Help,Nie,4.0,Mężczyzna,1980.0,Wyższe,,Nie
709,709,731,2015-04-19 22:36:34,2015-04-19 22:32:34,2015-04-19 22:36:34,Umyślnie,Harm,Tak,1.0,Mężczyzna,1988.0,Wyższe,,Nie
711,711,733,2015-04-19 22:36:31,2015-04-19 22:34:55,2015-04-19 22:36:31,Specjalnie,Help,Nie,2.0,Mężczyzna,1986.0,Wyższe,,Nie
713,713,736,2015-04-19 22:38:13,2015-04-19 22:36:43,2015-04-19 22:38:13,Chciał,Help,Nie,1.0,Mężczyzna,26.0,Wyższe,,Nie
714,714,737,2015-04-19 22:38:18,2015-04-19 22:36:50,2015-04-19 22:38:18,Umyślnie,Help,Nie,5.0,Mężczyzna,1981.0,Wyższe,,Nie
715,715,738,2015-04-19 23:22:19,2015-04-19 22:37:05,2015-04-19 23:22:19,Umyślnie,Harm,Nie,1.0,Kobieta,1989.0,Wyższe,,Nie
716,716,739,2015-04-19 22:40:41,2015-04-19 22:37:39,2015-04-19 22:40:41,Z rozmysłem,Harm,Tak,1.0,Kobieta,1975.0,Wyższe,,Nie
717,717,740,2015-04-19 22:39:29,2015-04-19 22:37:43,2015-04-19 22:39:29,Brak przysłówka,Harm,Nie,3.0,Mężczyzna,1987.0,Doktorat,,Nie
718,718,741,2015-04-19 22:41:08,2015-04-19 22:39:03,2015-04-19 22:41:08,Brak przysłówka,Help,Tak,5.0,Mężczyzna,1973.0,Wyższe,,Nie
720,720,743,2015-04-19 22:40:55,2015-04-19 22:39:37,2015-04-19 22:40:55,Brak przysłówka,Help,Nie,5.0,Mężczyzna,1973.0,Wyższe,,Nie
722,722,745,2015-04-19 22:41:06,2015-04-19 22:40:04,2015-04-19 22:41:06,Specjalnie,Help,Nie,4.0,Mężczyzna,1979.0,Wyższe,,Nie
723,723,746,2015-04-19 22:41:52,2015-04-19 22:40:25,2015-04-19 22:41:52,Z rozmysłem,Help,Nie,5.0,Mężczyzna,1968.0,Wyższe,,Nie
726,726,749,2015-04-19 22:42:13,2015-04-19 22:41:24,2015-04-19 22:42:13,Umyślnie,Help,Nie,5.0,Mężczyzna,1973.0,Wyższe,,Nie
727,727,750,2015-04-19 22:43:05,2015-04-19 22:41:57,2015-04-19 22:43:04,Brak przysłówka,Harm,Tak,1.0,Mężczyzna,27.0,Wyższe,,Tak
728,728,751,2015-04-19 22:44:27,2015-04-19 22:42:15,2015-04-19 22:44:27,Brak przysłówka,Help,Tak,5.0,Kobieta,1977.0,Wyższe,,Nie
729,729,752,2015-04-19 22:43:56,2015-04-19 22:42:18,2015-04-19 22:43:56,Celowo,Harm,Tak,2.0,Mężczyzna,1992.0,Wyższe,,Nie
731,731,754,2015-04-19 22:44:54,2015-04-19 22:42:49,2015-04-19 22:44:54,Zamierzał,Help,Nie,1.0,Kobieta,1982.0,Wyższe,,Nie
734,734,757,2015-04-19 22:45:59,2015-04-19 22:43:56,2015-04-19 22:45:59,Brak przysłówka,Help,Tak,5.0,Mężczyzna,1981.0,Wyższe,,Tak
736,736,759,2015-04-19 22:45:46,2015-04-19 22:44:11,2015-04-19 22:45:46,Brak przysłówka,Harm,Tak,2.0,Mężczyzna,1981.0,Wyższe,,Nie
737,737,760,2015-04-20 11:40:57,2015-04-19 22:44:45,2015-04-20 11:40:57,Brak przysłówka,Help,Nie,2.0,Mężczyzna,1968.0,Wyższe,,Nie
738,738,761,2015-04-19 22:45:42,2015-04-19 22:44:46,2015-04-19 22:45:42,Z rozmysłem,Help,Nie,4.0,Mężczyzna,1970.0,Wyższe,,Nie
739,739,763,2015-04-19 22:53:38,2015-04-19 22:50:53,2015-04-19 22:53:38,Specjalnie,Harm,Nie,1.0,Mężczyzna,1981.0,Wyższe,,Nie
740,740,764,2015-04-19 22:52:41,2015-04-19 22:51:14,2015-04-19 22:52:41,Chciał,Help,Nie,5.0,Kobieta,41.0,Wyższe,,Nie
742,742,766,2015-04-19 22:56:47,2015-04-19 22:53:21,2015-04-19 22:56:47,Zamierzał,Harm,Nie,1.0,Kobieta,41.0,Wyższe,,Nie
743,743,767,2015-04-19 22:55:15,2015-04-19 22:53:55,2015-04-19 22:55:15,Brak przysłówka,Harm,Tak,2.0,Kobieta,1988.0,Wyższe,,Nie
744,744,768,2015-04-19 22:58:52,2015-04-19 22:56:56,2015-04-19 22:58:52,Celowo,Help,Nie,4.0,Kobieta,1992.0,Wyższe,,Nie
746,746,770,2015-04-19 23:01:16,2015-04-19 22:59:06,2015-04-19 23:01:16,Z rozmysłem,Help,Nie,3.0,Kobieta,1975.0,Wyższe,,Nie
747,747,771,2015-04-19 23:04:57,2015-04-19 22:59:12,2015-04-19 23:04:57,Zamierzał,Help,Nie,1.0,Kobieta,1981.0,Wyższe,,Nie
748,748,772,2015-04-19 23:21:54,2015-04-19 22:59:13,2015-04-19 23:21:54,Chciał,Help,Nie,5.0,Kobieta,1983.0,Wyższe,,Nie
749,749,773,2015-04-19 23:01:23,2015-04-19 22:59:45,2015-04-19 23:01:23,Chciał,Harm,Nie,1.0,Mężczyzna,1982.0,Doktorat,,Nie
750,750,774,2015-04-19 23:01:39,2015-04-19 23:00:26,2015-04-19 23:01:39,Celowo,Help,Nie,4.0,Kobieta,1978.0,Wyższe,,Nie
751,751,775,2015-04-19 23:02:53,2015-04-19 23:01:13,2015-04-19 23:02:53,Specjalnie,Harm,Tak,1.0,Mężczyzna,1991.0,Średnie,,Nie
752,752,776,2015-04-19 23:04:20,2015-04-19 23:02:21,2015-04-19 23:04:20,Świadomie,Help,Nie,5.0,Mężczyzna,1900.0,Wyższe,,Nie
756,756,780,2015-04-19 23:11:01,2015-04-19 23:09:21,2015-04-19 23:11:01,Specjalnie,Harm,Nie,1.0,Mężczyzna,1987.0,Wyższe,,Tak
759,759,783,2015-04-19 23:14:43,2015-04-19 23:12:56,2015-04-19 23:14:43,Z rozmysłem,Help,Nie,5.0,Kobieta,1980.0,Wyższe,,Nie
760,760,784,2015-04-19 23:15:04,2015-04-19 23:13:40,2015-04-19 23:15:04,Z rozmysłem,Harm,Nie,2.0,Kobieta,1985.0,Średnie,,Nie
761,761,785,2015-04-19 23:19:04,2015-04-19 23:17:37,2015-04-19 23:19:03,Zamierzał,Help,Nie,5.0,Kobieta,1989.0,Wyższe,,Nie
762,762,786,2015-04-19 23:22:59,2015-04-19 23:20:40,2015-04-19 23:22:59,Świadomie,Harm,Tak,2.0,Kobieta,1991.0,Wyższe,,Nie
763,763,788,2015-04-19 23:24:25,2015-04-19 23:23:12,2015-04-19 23:24:25,Z rozmysłem,Harm,Tak,1.0,Mężczyzna,1976.0,Wyższe,,Nie
764,764,789,2015-04-19 23:27:20,2015-04-19 23:25:12,2015-04-19 23:27:20,Chciał,Help,Tak,4.0,Mężczyzna,1968.0,Wyższe,,Nie
765,765,790,2015-04-19 23:27:06,2015-04-19 23:25:25,2015-04-19 23:27:06,Świadomie,Help,Nie,5.0,Kobieta,1992.0,Wyższe,,Nie
766,766,791,2015-04-19 23:27:51,2015-04-19 23:26:59,2015-04-19 23:27:51,Celowo,Harm,Tak,1.0,Kobieta,1990.0,Średnie,,Nie
767,767,792,2015-04-19 23:29:17,2015-04-19 23:27:53,2015-04-19 23:29:17,Chciał,Harm,Nie,1.0,Kobieta,1991.0,-oth-,w trakcie studiów ,Nie
768,768,793,2015-04-19 23:30:01,2015-04-19 23:28:54,2015-04-19 23:30:01,Chciał,Harm,Tak,1.0,Mężczyzna,1982.0,Wyższe,,Nie
769,769,794,2015-04-19 23:35:09,2015-04-19 23:32:28,2015-04-19 23:35:09,Świadomie,Harm,Tak,1.0,Kobieta,1991.0,Średnie,,Nie
771,771,796,2015-04-19 23:34:45,2015-04-19 23:33:23,2015-04-19 23:34:45,Brak przysłówka,Help,Tak,2.0,Mężczyzna,1990.0,Wyższe,,Nie
772,772,797,2015-04-19 23:38:28,2015-04-19 23:36:31,2015-04-19 23:38:28,Chciał,Help,Nie,5.0,Kobieta,1994.0,Średnie,,Nie
773,773,798,2015-04-19 23:46:15,2015-04-19 23:43:46,2015-04-19 23:46:15,Specjalnie,Help,Nie,3.0,Kobieta,1987.0,Wyższe,,Nie
775,775,800,2015-04-19 23:47:43,2015-04-19 23:46:38,2015-04-19 23:47:43,Celowo,Help,Nie,5.0,Mężczyzna,1991.0,Wyższe,,Nie
776,776,801,2015-04-19 23:48:14,2015-04-19 23:47:07,2015-04-19 23:48:14,Zamierzał,Harm,Nie,2.0,Kobieta,1994.0,Średnie,,Nie
777,777,802,2015-04-19 23:48:59,2015-04-19 23:47:43,2015-04-19 23:48:59,Chciał,Harm,Nie,1.0,Mężczyzna,1985.0,Wyższe,,Nie
778,778,803,2015-04-19 23:51:31,2015-04-19 23:47:58,2015-04-19 23:51:31,Specjalnie,Harm,Tak,1.0,Kobieta,1956.0,Wyższe,,Nie
779,779,804,2015-04-19 23:50:33,2015-04-19 23:48:04,2015-04-19 23:50:33,Z rozmysłem,Help,Nie,4.0,Kobieta,1991.0,Średnie,,Nie
780,780,805,2015-04-19 23:52:49,2015-04-19 23:51:47,2015-04-19 23:52:49,Z rozmysłem,Harm,Tak,1.0,Kobieta,1979.0,Wyższe,,Nie
781,781,806,2015-04-19 23:56:05,2015-04-19 23:52:59,2015-04-19 23:56:05,Specjalnie,Help,Nie,4.0,Kobieta,1989.0,Wyższe,,Nie
782,782,807,2015-04-19 23:55:12,2015-04-19 23:53:55,2015-04-19 23:55:12,Chciał,Help,Nie,5.0,Kobieta,1991.0,Wyższe,,Nie
783,783,808,2015-04-19 23:59:20,2015-04-19 23:55:23,2015-04-19 23:59:20,Umyślnie,Help,Nie,1.0,Mężczyzna,1992.0,Wyższe,,Nie
785,785,810,2015-04-19 23:59:10,2015-04-19 23:57:23,2015-04-19 23:59:10,Umyślnie,Harm,Nie,1.0,Mężczyzna,1991.0,Średnie,,Tak
786,786,811,2015-04-20 00:00:20,2015-04-19 23:58:44,2015-04-20 00:00:20,Celowo,Harm,Nie,1.0,Kobieta,1984.0,Wyższe,,Nie
787,787,812,2015-04-20 00:02:47,2015-04-19 23:59:47,2015-04-20 00:02:47,Brak przysłówka,Help,Tak,5.0,Kobieta,1985.0,Wyższe,,Tak
788,788,813,2015-04-20 00:12:38,2015-04-20 00:10:55,2015-04-20 00:12:38,Chciał,Harm,Tak,1.0,Kobieta,1987.0,Wyższe,,Nie
789,789,814,2015-04-20 00:12:53,2015-04-20 00:11:39,2015-04-20 00:12:53,Umyślnie,Help,Nie,3.0,Mężczyzna,76.0,Średnie,,Nie
790,790,815,2015-04-20 00:13:17,2015-04-20 00:11:51,2015-04-20 00:13:17,Brak przysłówka,Harm,Tak,2.0,Kobieta,1995.0,Średnie,,Nie
791,791,816,2015-04-20 00:13:19,2015-04-20 00:12:04,2015-04-20 00:13:19,Celowo,Harm,Tak,1.0,Mężczyzna,1967.0,Wyższe,,Nie
792,792,817,2015-04-20 05:28:24,2015-04-20 00:17:10,2015-04-20 05:28:24,Z rozmysłem,Help,Nie,3.0,Mężczyzna,1957.0,Wyższe,,Nie
793,793,818,2015-04-20 00:21:33,2015-04-20 00:20:23,2015-04-20 00:21:33,Celowo,Help,Nie,3.0,Mężczyzna,1995.0,Średnie,,Nie
796,796,821,2015-04-20 00:30:43,2015-04-20 00:28:22,2015-04-20 00:30:43,Specjalnie,Harm,Nie,1.0,Mężczyzna,1979.0,Wyższe,,Nie
798,798,823,2015-04-20 00:35:46,2015-04-20 00:33:52,2015-04-20 00:35:46,Umyślnie,Harm,Tak,2.0,Kobieta,1981.0,Wyższe,,Nie
800,800,825,2015-04-20 00:44:03,2015-04-20 00:42:23,2015-04-20 00:44:03,Celowo,Harm,Tak,1.0,Kobieta,1991.0,Wyższe,,Nie
804,804,829,2015-04-20 00:53:44,2015-04-20 00:52:06,2015-04-20 00:53:44,Celowo,Harm,Nie,1.0,Mężczyzna,1993.0,Średnie,,Nie
805,805,830,2015-04-20 00:54:54,2015-04-20 00:53:41,2015-04-20 00:54:54,Specjalnie,Help,Nie,4.0,Kobieta,1991.0,Wyższe,,Nie
806,806,831,2015-04-20 01:02:09,2015-04-20 01:00:18,2015-04-20 01:02:09,Z rozmysłem,Help,Nie,4.0,Kobieta,1976.0,Średnie,,Nie
808,808,833,2015-04-20 01:05:10,2015-04-20 01:03:40,2015-04-20 01:05:10,Brak przysłówka,Help,Tak,1.0,Mężczyzna,1989.0,Wyższe,,Nie
809,809,834,2015-04-20 01:07:57,2015-04-20 01:06:25,2015-04-20 01:07:57,Brak przysłówka,Help,Tak,2.0,Kobieta,1996.0,Średnie,,Nie
811,811,836,2015-04-20 01:08:49,2015-04-20 01:06:55,2015-04-20 01:08:49,Celowo,Harm,Nie,1.0,Mężczyzna,1985.0,Średnie,,Nie
812,812,837,2015-04-20 01:13:11,2015-04-20 01:10:38,2015-04-20 01:13:11,Umyślnie,Help,Tak,3.0,Mężczyzna,1988.0,Wyższe,,Nie
813,813,838,2015-04-20 01:14:34,2015-04-20 01:12:36,2015-04-20 01:14:34,Celowo,Help,Nie,4.0,Mężczyzna,1994.0,Średnie,,Nie
814,814,839,2015-04-20 01:19:09,2015-04-20 01:16:18,2015-04-20 01:19:09,Celowo,Help,Nie,4.0,Kobieta,1992.0,Średnie,,Nie
816,816,841,2015-04-20 01:30:22,2015-04-20 01:28:44,2015-04-20 01:30:22,Umyślnie,Help,Tak,4.0,Kobieta,1993.0,Wyższe,,Nie
817,817,842,2015-04-20 01:34:15,2015-04-20 01:30:17,2015-04-20 01:34:14,Brak przysłówka,Harm,Tak,2.0,Mężczyzna,1983.0,Wyższe,,Tak
818,818,843,2015-04-20 01:43:14,2015-04-20 01:42:13,2015-04-20 01:43:13,Chciał,Harm,Nie,2.0,Kobieta,1990.0,Wyższe,,Nie
819,819,844,2015-04-20 02:13:17,2015-04-20 02:11:18,2015-04-20 02:13:17,Świadomie,Help,Nie,5.0,Kobieta,1988.0,Wyższe,,Tak
820,820,845,2015-04-20 03:11:53,2015-04-20 03:10:36,2015-04-20 03:11:53,Umyślnie,Harm,Tak,1.0,Mężczyzna,1990.0,Wyższe,,Nie
822,822,847,2015-04-20 03:56:39,2015-04-20 03:52:09,2015-04-20 03:56:39,Zamierzał,Help,Nie,2.0,Mężczyzna,1986.0,Wyższe,,Nie
823,823,848,2015-04-20 03:59:27,2015-04-20 03:57:47,2015-04-20 03:59:27,Zamierzał,Help,Nie,2.0,Mężczyzna,1971.0,Doktorat,,Nie
824,824,849,2015-04-20 04:00:01,2015-04-20 03:58:32,2015-04-20 04:00:01,Chciał,Help,Nie,5.0,Kobieta,1978.0,Średnie,,Nie
825,825,850,2015-04-20 06:14:05,2015-04-20 06:11:56,2015-04-20 06:14:05,Brak przysłówka,Help,Tak,2.0,Kobieta,1987.0,Wyższe,,Nie
827,827,852,2015-04-20 06:50:39,2015-04-20 06:49:33,2015-04-20 06:50:39,Umyślnie,Harm,Tak,1.0,Kobieta,1978.0,Wyższe,,Nie
828,828,853,2015-04-20 07:01:40,2015-04-20 06:59:27,2015-04-20 07:01:40,Brak przysłówka,Help,Tak,4.0,Kobieta,1983.0,Wyższe,,Nie
829,829,854,2015-04-20 07:07:57,2015-04-20 07:06:13,2015-04-20 07:07:57,Celowo,Harm,Nie,1.0,Mężczyzna,1991.0,Wyższe,,Nie
830,830,855,2015-04-20 07:10:41,2015-04-20 07:09:13,2015-04-20 07:10:41,Świadomie,Help,Tak,5.0,Mężczyzna,1976.0,Wyższe,,Nie
831,831,856,2015-04-20 07:16:18,2015-04-20 07:14:39,2015-04-20 07:16:18,Zamierzał,Help,Nie,5.0,Kobieta,1973.0,Wyższe,,Nie
832,832,857,2015-04-20 07:20:31,2015-04-20 07:17:52,2015-04-20 07:20:31,Zamierzał,Help,Nie,5.0,Kobieta,1958.0,Średnie,,Nie
833,833,858,2015-04-20 07:27:09,2015-04-20 07:25:33,2015-04-20 07:27:09,Chciał,Harm,Tak,1.0,Mężczyzna,1958.0,Wyższe,,Nie
834,834,859,2015-04-20 07:32:56,2015-04-20 07:31:07,2015-04-20 07:32:56,Z rozmysłem,Harm,Tak,1.0,Mężczyzna,1967.0,Doktorat,,Nie
835,835,860,2015-04-20 07:35:13,2015-04-20 07:33:53,2015-04-20 07:35:13,Zamierzał,Help,Nie,5.0,Mężczyzna,1991.0,Wyższe,,Nie
837,837,862,2015-04-20 07:48:56,2015-04-20 07:47:10,2015-04-20 07:48:56,Chciał,Harm,Nie,1.0,Kobieta,1977.0,Wyższe,,Nie
838,838,863,2015-04-20 07:49:01,2015-04-20 07:47:24,2015-04-20 07:49:01,Świadomie,Help,Tak,2.0,Kobieta,1986.0,Doktorat,,Nie
839,839,864,2015-04-20 07:54:29,2015-04-20 07:51:40,2015-04-20 07:54:29,Chciał,Help,Nie,4.0,Mężczyzna,1982.0,Wyższe,,Nie
842,842,867,2015-04-20 08:00:38,2015-04-20 07:59:22,2015-04-20 08:00:38,Specjalnie,Harm,Tak,1.0,Kobieta,1984.0,Doktorat,,Nie
843,843,868,2015-04-20 08:02:02,2015-04-20 08:00:28,2015-04-20 08:02:02,Umyślnie,Help,Tak,5.0,Mężczyzna,1975.0,Wyższe,,Nie
844,844,869,2015-04-20 08:03:06,2015-04-20 08:01:47,2015-04-20 08:03:06,Świadomie,Harm,Tak,1.0,Kobieta,1957.0,Doktorat,,Nie
845,845,870,2015-04-20 08:05:11,2015-04-20 08:02:53,2015-04-20 08:05:11,Z rozmysłem,Harm,Nie,1.0,Kobieta,1957.0,Średnie,,Nie
846,846,871,2015-04-20 08:09:06,2015-04-20 08:07:09,2015-04-20 08:09:06,Brak przysłówka,Help,Tak,1.0,Kobieta,1976.0,Wyższe,,Nie
849,849,874,2015-04-20 08:11:58,2015-04-20 08:10:59,2015-04-20 08:11:58,Umyślnie,Help,Nie,5.0,Mężczyzna,1983.0,Wyższe,,Nie
850,850,875,2015-04-20 08:19:03,2015-04-20 08:13:59,2015-04-20 08:19:03,Świadomie,Help,Nie,4.0,Kobieta,1976.0,Wyższe,,Nie
851,851,876,2015-04-20 08:19:44,2015-04-20 08:18:09,2015-04-20 08:19:44,Celowo,Help,Nie,1.0,Mężczyzna,31.0,Wyższe,,Nie
853,853,878,2015-04-20 08:26:21,2015-04-20 08:24:56,2015-04-20 08:26:21,Chciał,Harm,Nie,1.0,Kobieta,1977.0,Wyższe,,Tak
854,854,879,2015-04-20 08:27:04,2015-04-20 08:26:05,2015-04-20 08:27:04,Celowo,Harm,Tak,1.0,Mężczyzna,1990.0,Wyższe,,Nie
855,855,880,2015-04-20 08:30:41,2015-04-20 08:28:37,2015-04-20 08:30:41,Specjalnie,Help,Nie,4.0,Mężczyzna,1988.0,Wyższe,,Nie
858,858,883,2015-04-20 08:42:35,2015-04-20 08:40:56,2015-04-20 08:42:35,Celowo,Help,Nie,4.0,Kobieta,1984.0,Wyższe,,Nie
859,859,884,2015-04-20 08:44:06,2015-04-20 08:42:39,2015-04-20 08:44:06,Celowo,Help,Nie,5.0,Mężczyzna,1959.0,Średnie,,Nie
860,860,885,2015-04-20 08:44:15,2015-04-20 08:42:45,2015-04-20 08:44:15,Z rozmysłem,Help,Nie,5.0,Kobieta,1998.0,Podstawowe,,Nie
861,861,886,2015-04-20 08:45:49,2015-04-20 08:44:00,2015-04-20 08:45:49,Celowo,Help,Tak,2.0,Kobieta,1985.0,Wyższe,,Nie
862,862,887,2015-04-20 08:47:24,2015-04-20 08:46:21,2015-04-20 08:47:24,Chciał,Harm,Tak,1.0,Kobieta,1991.0,Wyższe,,Tak
863,863,888,2015-04-20 08:49:21,2015-04-20 08:48:11,2015-04-20 08:49:21,Z rozmysłem,Harm,Tak,1.0,Mężczyzna,1986.0,Średnie,,Nie
864,864,889,2015-04-20 08:51:00,2015-04-20 08:49:38,2015-04-20 08:51:00,Świadomie,Help,Nie,5.0,Mężczyzna,1989.0,Wyższe,,Nie
865,865,890,2015-04-20 08:52:07,2015-04-20 08:50:58,2015-04-20 08:52:07,Specjalnie,Help,Nie,2.0,Kobieta,1991.0,Wyższe,,Nie
866,866,891,2015-04-20 08:52:37,2015-04-20 08:51:23,2015-04-20 08:52:37,Świadomie,Harm,Tak,1.0,Kobieta,1994.0,Średnie,,Nie
867,867,892,2015-04-20 08:57:21,2015-04-20 08:54:27,2015-04-20 08:57:21,Celowo,Harm,Tak,3.0,Kobieta,1992.0,Wyższe,,Nie
868,868,893,2015-04-20 08:58:45,2015-04-20 08:57:38,2015-04-20 08:58:45,Umyślnie,Harm,Tak,1.0,Kobieta,1994.0,Średnie,,Nie
870,870,895,2015-04-20 09:01:09,2015-04-20 09:00:04,2015-04-20 09:01:09,Świadomie,Help,Nie,5.0,Kobieta,1979.0,Wyższe,,Nie
871,871,896,2015-04-20 09:11:22,2015-04-20 09:09:33,2015-04-20 09:11:22,Chciał,Help,Nie,3.0,Kobieta,1989.0,Wyższe,,Nie
872,872,897,2015-04-20 09:13:27,2015-04-20 09:12:01,2015-04-20 09:13:27,Zamierzał,Harm,Nie,2.0,Mężczyzna,1969.0,Wyższe,,Nie
873,873,898,2015-04-20 09:16:10,2015-04-20 09:12:16,2015-04-20 09:16:10,Umyślnie,Help,Tak,1.0,Mężczyzna,1982.0,Wyższe,,Nie
874,874,899,2015-04-20 09:15:21,2015-04-20 09:13:26,2015-04-20 09:15:21,Specjalnie,Help,Nie,5.0,Mężczyzna,1988.0,Wyższe,,Nie
876,876,901,2015-04-20 09:22:34,2015-04-20 09:21:49,2015-04-20 09:22:34,Chciał,Help,Nie,5.0,Kobieta,1988.0,Średnie,,Nie
877,877,902,2015-04-20 09:23:47,2015-04-20 09:22:32,2015-04-20 09:23:47,Z rozmysłem,Harm,Tak,1.0,Kobieta,1995.0,Średnie,,Nie
878,878,903,2015-04-20 09:25:28,2015-04-20 09:24:23,2015-04-20 09:25:28,Specjalnie,Harm,Nie,1.0,Kobieta,1986.0,Wyższe,,Nie
879,879,904,2015-04-20 09:43:21,2015-04-20 09:26:48,2015-04-20 09:43:21,Brak przysłówka,Help,Tak,4.0,Kobieta,1987.0,Wyższe,,Nie
880,880,905,2015-04-20 09:34:05,2015-04-20 09:27:22,2015-04-20 09:34:05,Zamierzał,Harm,Tak,2.0,Mężczyzna,24.0,Wyższe,,Tak
881,881,906,2015-04-20 09:29:15,2015-04-20 09:28:04,2015-04-20 09:29:15,Brak przysłówka,Help,Tak,2.0,Mężczyzna,1990.0,Wyższe,,Nie
882,882,907,2015-04-20 09:30:49,2015-04-20 09:28:55,2015-04-20 09:30:49,Zamierzał,Help,Nie,2.0,Kobieta,1987.0,Wyższe,,Nie
884,884,910,2015-04-20 09:40:38,2015-04-20 09:37:37,2015-04-20 09:40:38,Zamierzał,Harm,Tak,1.0,Kobieta,1989.0,Wyższe,,Nie
885,885,911,2015-04-20 09:43:21,2015-04-20 09:40:38,2015-04-20 09:43:21,Umyślnie,Harm,Tak,2.0,Mężczyzna,23.0,Wyższe,,Tak
886,886,912,2015-04-20 09:46:40,2015-04-20 09:44:23,2015-04-20 09:46:40,Brak przysłówka,Harm,Tak,1.0,Kobieta,1991.0,Średnie,,Nie
888,888,914,2015-04-20 09:58:48,2015-04-20 09:50:46,2015-04-20 09:58:48,Umyślnie,Harm,Tak,1.0,Kobieta,1988.0,Wyższe,,Nie
889,889,915,2015-04-20 09:56:35,2015-04-20 09:54:04,2015-04-20 09:56:35,Zamierzał,Harm,Nie,1.0,Kobieta,1985.0,Średnie,,Tak
890,890,916,2015-04-20 09:57:39,2015-04-20 09:55:40,2015-04-20 09:57:39,Brak przysłówka,Help,Tak,3.0,Mężczyzna,1956.0,Habilitacja Plus,,Nie
891,891,917,2015-04-20 09:58:58,2015-04-20 09:57:14,2015-04-20 09:58:58,Specjalnie,Harm,Nie,3.0,Kobieta,1987.0,Wyższe,,Nie
892,892,918,2015-04-20 10:02:07,2015-04-20 10:00:14,2015-04-20 10:02:07,Z rozmysłem,Help,Nie,3.0,Kobieta,1962.0,Wyższe,,Nie
893,893,919,2015-04-20 10:02:31,2015-04-20 10:01:30,2015-04-20 10:02:31,Specjalnie,Help,Nie,4.0,Kobieta,1987.0,Wyższe,,Nie
895,895,921,2015-04-20 10:04:41,2015-04-20 10:03:45,2015-04-20 10:04:41,Specjalnie,Harm,Tak,1.0,Mężczyzna,35.0,Wyższe,,Nie
